# Output of restore_tide_db.
# This file was converted from ../harmonics_files/harmonics-dwf-20181227-free.tcd
# at 2019-02-02 17:05 PST
#
# ** The following boilerplate text is a placeholder only.  Please       **
# ** replace it with the boilerplate and changelog available separately. **
#
# Definitions and constants for XTide
#
# NOTE:  This file should not be used as-is to provide a constituent
# set to harmgen because it may contain multiple constituents with the
# same frequency.  A better constituent set is included in the harmgen
# distribution (see the README).
#
#
# ********* NOT FOR NAVIGATION ********
#
# *** DO NOT RELY ON THIS DATA FILE FOR DECISIONS THAT CAN RESULT IN ***
# ***                   HARM TO ANYONE OR ANYTHING.                  ***
#
# This data file is distributed in the hope that it will be useful,
# but WITHOUT ANY WARRANTY; without even the implied warranty of
# MERCHANTABILITY or FITNESS FOR A PARTICULAR PURPOSE.
#
# Highly trustworthy tide predictions cannot be achieved on a zero
# budget.  If you need guaranteed results, don't use this data!
# Contact the tide authority for your region (NOAA in the U.S.).
#
# WHOSOEVER CHOOSES TO REDISTRIBUTE THIS DATA ASSUMES ALL LIABILITY
# ASSOCIATED THEREWITH.  NEITHER DAVID FLATER NOR ANYONE ELSE INVOLVED
# SHALL BE LIABLE PERSONALLY OR OTHERWISE FOR ANY LOSSES THAT THE
# REDISTRIBUTOR MIGHT SUFFER AS A CONSEQUENCE OF ANY CLAIMS, BOGUS OR
# OTHERWISE, THAT ARE MADE TO THIS DATA.
#
#
# ------------- Begin congen output -------------
#
# Number of constituents
176
#
# Constituent speeds
# Format:  identifier [whitespace] speed [CR]
# Speed is in degrees per solar hour.
# Identifier is just a name for the constituent.  They are for
# readability only; XTide assumes that the constituents will be listed
# in the same order throughout this file.
 71.69   6.65 338.50 310.58 282.78 218.41 190.48 162.32 133.85  68.45
 39.27   9.76 340.01 273.54 243.60 213.75 184.09 118.13  89.09  60.41
 32.07 327.44 299.58 271.80 243.97 179.39 151.12 122.51  93.54  27.66
358.05 328.22 298.30 231.81 202.01 172.45 143.19  77.72  49.17  20.95
352.99 325.17 297.38 269.50 241.40 176.43 147.69 118.58  89.15  22.87
352.99 323.06 293.17 226.89 197.43 168.31 139.55  74.56  46.45  18.55
350.76 286.38 258.43 230.22 201.70 136.24 107.00  77.45  47.67 341.18
311.25 281.42 251.80 185.89 156.91 128.28  99.99  35.41   7.57 339.78
311.93 247.32 219.00 190.33 161.31  95.37  65.72  35.87   5.94 299.46
269.70 240.18 210.98 145.56 117.07  88.89  60.96 356.59 328.79 300.88
272.74 207.72 178.91 149.75 120.27  53.95  24.06 354.13 324.26 258.01
228.61 199.54 170.83 105.90  77.83  49.96  22.18 317.78 289.79 261.54
232.96 167.44 138.15 108.55  78.74  12.24 342.32 312.52 282.94 217.09
188.16 159.59 131.35  66.80  38.98  11.19 343.31 278.66 250.29 221.57
192.48 163.07 133.38 103.51  73.58   7.11 337.38 307.91 278.76 213.40
184.97 156.84 128.93  64.57  36.76   8.82 340.63 275.56 246.70 217.48
187.95 121.61  91.70  61.77  31.92 325.71 296.36 267.35 238.70 173.82
145.79 117.94  90.15  25.74 357.71 329.41 300.77 235.20 205.85 176.22
146.38  79.88  49.97  20.19 350.65 284.86 255.99 227.47 199.28 134.76
106.95  79.16  51.26 346.57 318.14 289.36 260.22 194.18 164.46 134.57
104.64  38.19   8.50 339.07 309.98 244.68 216.30 188.21 160.33  95.97
 68.15  40.18  11.94 306.81 277.89 248.62 219.05 152.67 122.75  92.83
 63.01 356.84 327.54 298.59 270.00 205.16 177.17 149.34 121.56  57.12
 29.05   0.70 332.00 266.37 236.98 207.30 177.44 110.93  81.04  51.30
 21.80 316.06 287.25 258.79 230.64 166.15 138.36 110.55  82.63  17.89
349.41 320.57 291.37 225.29 195.53 165.63 135.69  69.27  39.61  10.24
341.21 275.96 247.63 219.58 191.73 127.37  99.53  71.52  43.24 338.06
309.08 279.75 250.14 183.74 153.81 123.89  94.10  27.98 358.73 329.83
301.30 236.52 208.55 180.74 152.95  88.49  60.38  31.98   3.22 297.53
268.09 238.38 208.50 141.99 112.11  82.40  52.95 347.27 318.51 290.11
262.01 197.55 169.76 141.94 113.98  49.20  20.66 351.76 322.51 256.38
226.59 196.68 166.75 100.35  70.73  41.41  12.44 307.25 278.97 250.96
223.12 158.77 130.91 102.86  74.53   9.28 340.25 310.87 281.21 214.79
184.86 154.95 125.20  59.11  29.92   1.08 332.60 267.87 239.94 212.14
184.34
M4
210.47  50.76 251.37  92.39 293.88  87.09 289.49 132.22 335.14 129.32
332.13 174.64  16.75 169.63  10.79 211.52  51.89 203.29  43.37 243.54
 83.94 235.93  77.13 278.81 120.96 274.74 117.56 320.51 163.42 317.36
159.73   1.67 203.12 355.34 195.92  36.19 236.30  27.63 227.88  68.40
269.32  61.94 263.81 106.12 308.78 102.91 305.87 148.71 351.31 144.75
346.50 187.77  28.59 180.27  20.46 220.55  60.68 212.26  52.92 254.02
 95.59 248.87  91.33 294.10 137.04 291.21 133.97 336.43 178.47 331.27
172.36  13.02 213.35   4.72 204.80  45.00 245.45  37.51 238.78  80.54
282.76  76.59 279.44 122.40 325.29 119.19 321.49 163.35   4.72 156.87
357.39 197.63  37.73 189.07  29.35 229.93  70.92 223.62  65.56 267.94
110.65 313.56 156.51 359.33 201.87 355.24 196.92  38.11 238.86  30.49
230.66  70.74 270.90  62.52 263.25 104.41 306.06  99.41 301.93 144.74
347.69 141.84 344.57 186.96  28.93 181.65  22.67 223.27  63.56 214.91
 55.00 255.23  95.73 247.86  89.21 291.04 133.32 287.21 130.09 333.04
175.91 329.76 171.99  13.78 215.08   7.16 207.62  47.83 247.92  39.28
239.60  80.24 281.30  74.08 276.09 118.53 321.28 115.45 318.39 161.17
  3.65 156.96 358.55 199.67  40.35 191.94  32.08 232.17  72.35 224.01
 64.81 266.05 107.78 261.20 103.78 306.62 149.57 303.71 146.39 348.72
190.61 343.25 184.19  24.74 224.99  16.33 216.43  56.69 257.25  49.45
250.88  92.79 295.13  89.07 291.97 134.92 337.75 131.55 333.72 175.42
 16.65 217.42  57.84 258.02  98.10 249.48  89.84 290.55 131.68 284.53
126.62 329.11 171.91 326.09 169.01  11.75 214.18   7.41 208.93  49.97
250.60  42.14 242.26  82.35 282.57  74.28 275.14 116.46 318.26 111.76
314.38 157.25   0.21 154.32 356.95 199.22  41.03 193.60  34.47 234.96
 75.18 226.50  66.62 266.93 107.54 259.81 101.31 303.30 145.71 299.68
142.60 345.55 188.35 342.09 184.19  25.81 226.96  18.91 219.28  59.43
259.51  50.92 251.33  92.10 293.31  86.24 288.40 130.95 333.77 127.96
330.87 173.57  15.93 169.08  10.53 211.50  52.06 203.57  43.67 243.77
 84.02 235.79  76.72 278.12 119.99 273.55 116.23 319.12 162.07 316.16
158.74   0.94 202.67 355.16 195.97  36.41 236.59  27.91 228.05  68.39
269.07  61.41 263.00 105.05 307.52 101.54 304.48 147.41 350.17 143.85
345.87 187.42  28.50 180.38  20.71 220.84  60.92 212.36  52.82 253.65
 94.94 247.95  90.18 292.78 135.64 289.83 132.71 335.37 177.66 330.74
172.10  13.01 213.51   4.98 205.08  45.19 245.47  37.30 238.30  79.78
281.73  75.35 278.07 120.99 323.93 117.98 320.51 162.64   4.30 156.71
357.45 197.84  38.00 189.32  29.48 229.87  70.61 223.02  64.69 266.81
109.34 263.39 106.34 309.25 151.97 305.59 147.55 349.02 190.02 341.84
182.13  22.24 222.33  13.80 214.31  55.22 256.58  49.66 251.96  94.61
297.50  91.69 294.55 137.15 339.37 132.38 333.66 174.50  14.95 166.39
  6.47 206.61  46.93 198.82  39.89 241.45  83.47 237.16  79.92 282.85
125.78
M6
315.70 256.15 197.05 138.59  80.82 310.64 254.24 198.33 142.71  13.99
318.19 261.96 205.13  74.45  16.19 317.28 257.84 124.93  65.05   5.31
305.91 173.89 115.69  58.21   1.43 232.10 176.34 120.76  65.13 296.04
239.60 182.50 124.68 353.01 293.88 234.29 174.45  41.45 341.81 282.60
223.98  92.91  35.71 339.17 283.18 154.37  98.80  43.07 346.96 217.13
159.76 101.66  42.88 270.40 210.69 150.82  91.03 318.38 259.38 201.02
143.38  13.30 317.00 261.15 205.56  76.81  20.96 324.65 267.70 136.90
 78.53  19.53 320.02 187.07 127.21  67.50   8.17 236.26 178.18 120.81
 64.14 294.89 239.17 183.60 127.93 358.78 302.24 245.02 187.09  55.31
356.09 296.45 236.59 103.61  44.03 344.90 286.39 155.44  98.35  41.91
345.98 290.34 234.76 178.99 122.80 352.87 295.38 237.17 178.29  45.74
345.99 286.12 226.35  93.77  34.87 336.62 279.09 149.12  92.90  37.11
341.53 212.76 156.85 100.44  43.39 272.48 214.00 154.90  95.33 322.36
262.50 202.84 143.59  11.78 313.81 256.56 199.99  70.81  15.13 319.56
263.86 134.63  77.99  20.66 322.61 190.74 131.44  71.74  11.87 238.92
179.40 120.36  61.95 291.11 234.14 177.79 121.92 353.17 297.58 241.75
185.47  55.43 357.83 299.50 240.53 107.91  48.12 348.25 288.52 156.02
 97.21  39.08 341.67 211.80 155.66  99.92  44.35 275.56 219.58 163.08
105.91 334.88 276.29 217.11 157.48  24.49 324.65 265.04 205.87  74.17
 16.31 319.18 262.70 133.60  77.95  22.38 326.63 197.32 140.58  83.13
 24.97 326.14 266.76 207.03 147.15  14.23 314.77 255.82 197.52  66.80
  9.93 313.67 257.86 129.13  73.52  17.63 321.27 191.12 133.39  74.96
 15.90 243.21 183.40 123.53  63.85 291.42 232.72 174.69 117.40 347.63
291.57 235.87 180.31  51.48 355.42 298.82 241.55 110.40  51.71 352.44
292.77 159.76  99.94  40.39 341.31 209.71 151.97  94.95  38.56 269.52
213.91 158.32 102.52 333.13 276.28 218.72 160.44  28.37 328.92 269.15
209.27  76.38  17.00 318.15 259.96 129.36  72.59  16.42 320.66 191.94
136.30  80.35  23.89 253.63 195.79 137.25  78.09 305.35 245.51 185.66
126.03 353.68 295.08 237.17 179.99  50.33 354.34 298.68 243.11 114.24
 58.11   1.40 304.01 172.75 113.95  54.61 354.89 221.87 162.08 102.59
 43.61 272.12 214.49 157.58 101.29 332.31 276.71 221.11 165.25  35.77
338.81 281.14 222.75  90.58  31.06 331.26 271.39 138.54  79.23  20.48
322.41 191.92 135.26  79.17  23.46 254.75 199.07 143.05  86.49 316.11
258.16 199.51 140.27   7.47 307.61 247.78 188.21  55.95 357.45 299.67
242.60 113.03  57.11   1.48 305.90 176.98 120.77  63.96   6.45 235.07
176.18 116.76  57.00 283.97 224.22 164.80 105.91 334.54 277.03 220.22
164.02  35.09 339.51 283.88 227.96  98.39  41.32 343.53 285.03 152.76
 93.19  33.36 333.50 200.70 141.47  82.82  24.87 254.50 197.94 141.92
 86.25 317.54 261.82 205.72 149.06  18.57 320.50 261.75 202.43  69.58
  9.71 309.91 250.39 118.23  59.84   2.17 305.21 175.74 119.88  64.27
  8.68
M8
 60.94 101.53 142.74 184.78 227.77 174.18 218.98 264.44 310.28 258.65
304.26 349.29  33.51 339.27  21.59  63.04 103.79  46.57  86.74 127.08
167.87 111.86 154.26 197.62 241.91 189.47 235.11 281.01 326.83 274.73
319.46   3.33  46.24 350.68  31.84  72.38 112.60  55.27  95.75 136.80
178.64 123.88 167.61 212.23 257.57 205.82 251.73 297.43 342.61 289.51
333.01  15.55  57.18   0.54  40.93  81.10 121.37  64.51 105.84 148.03
191.17 137.74 182.66 228.20 274.07 222.42 267.95 312.86 356.94 302.54
344.71  26.03  66.70   9.43  49.61  90.00 130.90  75.02 117.57 161.08
205.52 153.18 198.89 244.80 290.57 238.37 282.98 326.70   9.45 313.75
354.79  35.26  75.45  18.15  58.70  99.87 141.85  87.25 131.13 175.88
221.30 267.12 313.02 358.66  43.73 350.49  33.84  76.22 117.72  60.99
101.32 141.49 181.80 125.03 166.49 208.82 252.12 198.83 243.87 289.48
335.37 283.68 329.14  13.93  57.86   3.30  45.33  86.53 127.11  69.81
110.00 150.46 191.46 135.71 178.42 222.08 266.65 214.42 260.18 306.08
351.81 299.51 343.99  27.55  70.15  14.31  55.25  95.66 135.83  78.56
119.19 160.48 202.60 148.15 192.18 237.05 282.56 230.90 276.77 322.34
  7.30 313.91 357.10  39.34  80.71  23.88  64.16 104.33 144.70  88.03
129.62 172.10 215.56 162.41 207.55 253.23 299.14 247.41 292.77 337.43
 21.21 326.50   8.39  49.47  89.98  32.65  72.86 113.39 154.50  98.89
141.75 185.57 230.27 178.13 223.94 269.84 315.50 263.10 307.44 350.85
 33.29  74.85 115.68 156.04 196.20 138.97 179.69 221.09 263.37 209.07
253.24 298.23 343.82 292.18 338.02  23.51  68.35  14.82  57.86  99.95
141.20  84.28 124.53 164.71 205.13 148.56 190.29 232.92 276.53 223.51
268.76 314.50   0.41 308.63 353.90  38.43  82.06  27.20  68.94 109.92
150.36  93.01 133.25 173.85 215.08 159.62 202.63 246.59 291.42 239.37
285.21 331.09  16.69 324.18   8.37  51.63  93.93  37.82  78.56 118.86
159.03 101.84 142.66 184.19 226.62 172.48 216.79 261.89 307.55 255.92
301.74 347.14  31.85 338.17  21.05  62.99 104.13  47.13  87.35 127.55
168.04 111.58 153.44 196.23 239.99 187.11 232.45 278.24 324.15 272.31
317.48   1.87  45.35 350.33  31.94  72.81 113.18  55.83  96.10 136.79
178.14 122.83 165.99 210.11 255.05 203.08 248.95 294.81 340.33 287.70
331.75  14.85  57.00   0.77  41.42  81.68 121.85  64.72 105.64 147.31
189.88 135.90 180.35 225.56 271.27 219.66 265.43 310.73 355.32 301.48
344.21  26.01  67.03   9.96  50.15  90.38 130.95  74.60 116.61 159.55
203.46 150.71 196.14 241.97 287.87 235.97 281.02 325.28   8.59 313.42
354.90  35.68  76.00  18.63  58.96  99.73 141.21  86.05 129.37 173.63
218.69 166.79 212.68 258.51 303.95 251.19 295.09 338.03  20.03 323.69
  4.25  44.48  84.66  27.60  68.63 110.43 153.16  99.33 143.92 189.23
235.00 183.38 229.09 274.30 318.75 264.76 307.33 348.99  29.91 332.78
 12.95  53.21  93.86  37.63  79.79 122.89 166.95 114.31 159.84 205.70
251.57
N2
174.13 185.56 197.14 208.93 220.95 195.77 208.25 220.89 233.63 208.93
221.61 234.15 246.48 221.13 232.99 244.63 256.10 230.01 241.33 252.69
264.17 238.38 250.25 262.37 274.72 249.83 262.52 275.27 288.00 263.19
275.65 287.90 299.90 274.22 285.79 297.21 308.54 282.42 293.82 305.36
317.10 291.62 303.83 316.26 328.87 304.15 316.91 329.61 342.18 317.12
329.27 341.19 352.87 326.93 338.30 349.62   0.97 334.97 346.58 358.40
 10.47 345.32 357.83  10.49  23.24 358.54  11.20  23.70  36.00  10.61
 22.43  34.04  45.49  19.38  30.71  42.08  53.58  27.83  39.74  51.90
 64.29  39.42  52.12  64.87  77.60  52.76  65.19  77.40  89.36  63.65
 75.19  86.58  97.91  71.80  83.21  94.78 106.56  81.12  93.37 105.83
118.47 131.20 143.95 156.64 169.19 144.09 156.20 168.08 179.73 153.76
165.12 176.44 187.79 161.82 173.46 185.32 197.42 172.31 184.85 197.53
210.28 185.57 198.21 210.69 222.95 197.52 209.31 220.89 232.31 206.20
217.52 228.91 240.44 214.72 226.67 238.87 251.29 226.44 239.16 251.91
264.62 239.76 252.16 264.33 276.25 250.51 262.02 273.40 284.72 258.61
270.05 281.65 293.46 268.06 280.34 292.84 305.49 280.79 293.54 306.21
318.72 293.59 305.67 317.50 329.12 303.13 314.48 325.80 337.17 311.21
322.89 334.79 346.93 321.85 334.42 347.11 359.87 335.15 347.77   0.21
 12.43 346.97 358.72  10.27  21.67 355.55   6.88  18.29  29.85   4.16
 16.15  28.38  40.83  16.01  28.74  41.49  54.19  29.30  41.66  53.79
 65.68  77.35  88.83 100.20 111.52  85.42  96.88 108.51 120.36  94.99
107.31 119.84 132.51 107.82 120.56 133.21 145.69 120.52 132.56 144.36
155.95 129.93 141.27 152.60 163.98 138.05 149.76 161.69 173.87 148.83
161.42 174.13 186.89 162.16 174.75 187.16 199.35 173.84 185.56 197.08
208.47 182.34 193.68 205.11 216.69 191.04 203.07 215.34 227.82 203.02
215.76 228.51 241.19 216.27 228.60 240.69 252.54 226.73 238.19 249.54
260.86 234.78 246.26 257.92 269.80 244.48 256.84 269.39 282.08 257.39
270.12 282.74 295.20 269.99 281.99 293.75 305.31 279.28 290.61 301.94
313.34 287.43 299.18 311.15 323.37 298.36 310.97 323.70 336.45 311.71
324.28 336.65 348.80 323.26 334.94 346.43 357.80 331.67 343.02 354.47
  6.09 340.47 352.54   4.84  17.36 352.58   5.32  18.06  30.72   5.78
 18.07  30.12  41.93  16.09  27.53  38.87  50.19  24.12  35.63  47.32
 59.24  33.96  46.35  58.93  71.64  46.94  59.66  72.27  84.69  59.44
 71.40  83.13  94.66  68.61  79.93  91.27 102.69  76.81  88.59 100.61
112.86  87.88 100.52 113.25 126.01 101.24 113.78 126.12 138.23 112.65
124.30 135.77 147.13 121.00 132.36 143.83 155.47 129.89 142.00 154.34
166.89 142.12 154.87 167.61 180.25 155.27 167.52 179.53 191.31 165.44
176.85 188.19 199.51 173.46 184.99 196.72 208.68 183.43 195.86 208.46
221.18 196.49 209.20 221.77 234.16 208.88 220.80 232.49 244.00 217.93
229.25 240.59 252.03 226.19 238.00 250.05 262.34 237.40 250.06 262.80
275.54
2N2
243.03 165.73  88.59  11.66 294.96 167.99  91.75  15.67 299.68 173.20
 97.16  20.97 304.59 177.45 100.59  23.51 306.25 178.37 100.97  23.61
306.37 178.79 101.95  25.34 308.97 182.29 106.25  30.28 314.30 187.70
111.44  34.96 318.24 190.78 113.62  36.32 318.93 191.02 113.70  36.52
319.53 192.27 115.76  39.47 323.36 196.85 120.88  44.86 328.71 201.86
125.30  48.49 331.45 203.72 126.37  48.97 331.59 203.80 126.69  49.80
333.14 206.20 129.99  53.93 337.96 211.47 135.41  59.19 342.77 215.59
138.69  61.58 344.30 216.41 139.01  61.66 344.44 216.90 140.09  63.53
347.19 220.53 144.52  68.55 352.55 225.93 149.63  73.12 356.36 228.86
151.68  74.35 356.96 229.06 151.75  74.60 357.65 230.42 153.95  77.69
  1.61 285.62 209.65 133.61  57.44 290.55 213.94 137.10  60.03 292.27
214.91 137.51  60.14 292.37 215.29 138.43  61.81 294.92 218.73 142.69
 66.72 300.22 224.14 147.89  71.43 304.22 227.28 150.14  72.84 304.94
227.54 150.21  73.02 305.51 228.74 152.21  75.91 309.28 233.27 157.30
 81.29 314.64 238.32 161.76  84.97 317.44 240.22 162.88  85.48 317.59
240.30 163.18  86.27 319.08 242.64 166.42  90.35 323.86 247.88 171.83
 95.62 328.70 252.06 175.17  98.07 330.29 252.91 175.51  98.16 330.42
253.37 176.55  99.96 333.10 256.94 180.92 104.95 338.45 262.34 186.06
109.56 342.31 265.34 188.16 110.84 342.94 265.55 188.23 111.07 343.59
266.86 190.37 114.10 347.49 271.50 195.53 119.50 352.83 276.46 199.87
123.04  45.98 328.75 251.39 173.99  46.10 328.84 251.75 174.87  47.72
331.32 255.12 179.07  52.59 336.61 260.53 184.30  57.34 340.66 263.73
186.60  58.80 341.41 264.01 186.68  58.96 341.94 265.16 188.61  61.79
345.65 269.64 193.68  67.16 351.03 274.72 198.18  70.89 353.88 276.68
199.34  71.43 354.05 276.75 199.61  72.17 355.48 279.03 202.79  76.20
  0.22 284.24 208.20  81.49   5.10 288.47 211.60  84.00   6.74 289.37
211.96  84.09   6.85 289.79 212.95  85.84   9.47 293.30 217.27  90.79
 14.80 298.70 222.44  95.44  18.72 301.76 224.60  96.77  19.38 301.99
224.66  96.97  19.99 303.25 226.74  99.94  23.84 307.84 231.87 105.34
 29.18 312.84 236.26 108.93  31.89 314.66 237.31 109.39  32.02 314.74
237.64 110.23  33.58 317.16 240.95 114.38  38.41 322.43 246.36 119.63
 43.20 326.53 249.62 121.98  44.70 327.32 249.92 122.06  44.85 327.82
251.02 123.94  47.61 331.47 255.45 128.97  52.97 336.85 260.55 133.52
 56.75 339.76 262.57 134.73  57.33 339.94 262.64 134.97  58.03 341.32
264.85 138.09  62.00 346.02 270.04 143.49  67.31 350.93 274.31 146.95
 69.87 352.62 275.25 147.34  69.97 352.72 275.64 148.28  71.66 355.28
279.10 152.55  76.58   0.59 284.50 157.74  81.27   4.56 287.61 159.95
 82.65   5.26 287.86 160.02  82.83   5.83 289.07 162.04  85.74   9.62
293.62 167.14  91.12  14.97 298.64 171.57  94.77  17.74 300.52 172.66
 95.26  17.88 300.59 172.96  96.05  19.38 302.95 176.22 100.15  24.17
308.20
O1
100.68 205.09 307.95  49.30 149.44 223.32 321.99  60.30 158.43 231.17
329.41  67.94 166.99 241.45 342.39  84.77 188.72 268.62  14.36 119.54
223.37 300.26  41.10 140.86 239.85 312.99  51.21 149.32 247.46 320.42
 59.12 158.43 258.65 334.75  77.74 182.26 287.83   8.12 112.84 216.05
317.73  32.74 132.17 230.94 329.31  42.10 140.21 238.40 336.85  50.39
150.02 250.68 352.71  70.95 175.96 281.69  27.09 105.90 208.50 309.64
 49.61 123.38 221.97 320.24  58.36 131.11 229.39 327.99  67.14 141.76
242.91 345.54  89.74 169.78 275.51  20.50 124.08 200.72 301.37  40.98
139.88 212.95 311.15  49.25 147.41 220.42 319.20  58.64 159.04 235.37
338.61  83.35 189.01 269.20  13.70 116.66 218.11 292.94  32.24 130.94
229.27 327.41  65.52 163.75 262.25 335.88  75.65 176.51 278.78 357.27
102.46 208.21 313.46  32.02 134.38 235.31 335.12  48.79 147.32 245.56
343.67  56.43 154.74 253.42 352.68  67.46 168.83 271.71  16.14  96.30
201.98 306.78  50.11 126.51 226.97 326.45  65.26 138.28 236.45 334.56
 72.74 145.80 244.67 344.23  84.82 161.38 264.88   9.81 115.53 195.61
299.88  42.59 143.82 218.49 317.68  56.30 154.58 227.34 325.46  63.72
162.28 236.02 335.94  77.01 179.53 258.26   3.61 109.35 214.43 292.75
 34.85 135.58 235.25 308.82  47.29 145.49 243.59 316.38  54.73 153.48
252.87 327.82  69.42 172.56 277.21 357.47 103.07 207.66 310.73  26.90
127.18 226.53 325.26  38.23 136.38 234.49 332.70  45.81 144.78 244.48
345.26  87.43 191.18 296.29  42.04 121.99 226.02 328.48  69.50 144.01
243.09 341.65  79.89 152.64 250.77 349.06  87.70 161.55 261.63   2.91
105.68 184.65 290.12  35.82 140.72 218.79 320.65  61.19 160.72 234.20
332.61  70.79 168.89 241.70 340.11  78.94 178.45 253.58 355.41  98.80
203.66 283.99  29.49 133.85 236.67 312.62  52.73 151.96 250.62 323.55
 61.68 159.79 258.03 331.21  70.27 170.13 271.11 348.16  92.15 197.43
303.19  22.97 126.76 228.97 329.78  44.14 143.12 241.61 339.82  52.56
150.71 249.05 347.76  61.72 161.97 263.48   6.51  85.70 191.29 296.92
 41.61 119.42 221.05 321.40  60.80 134.20 232.56 330.72  68.82 141.65
240.11 339.03  78.68 154.01 256.08 359.72 104.77 185.15 290.51  34.65
137.21 212.94 312.88  52.01 150.59 223.48 321.60  59.72 158.00 231.24
330.41  70.43 171.62 248.92 353.16  98.58 204.31 283.91  27.45 129.41
230.02 304.24  43.13 141.56 239.75 312.48  50.65 149.03 247.83 321.92
 62.35 164.08 267.37 346.78  92.45 197.99 302.45  20.01 121.41 221.59
320.87  34.18 132.50 230.64 328.74  41.60 140.12 239.15 338.94  54.47
156.78 260.68   5.90  86.29 191.50 295.39  37.70 113.22 213.02 312.03
 50.55 123.41 221.52 319.66  57.97 131.29 230.57 330.75  72.17 149.73
254.20 359.74 105.41 184.81 288.09  29.82 130.24 204.33 303.12  41.51
139.67 212.40 310.59  49.03 147.91 222.14 322.76  64.73 168.27 247.88
353.60  99.02 203.26 280.55  21.74 121.75 220.91 294.15  32.43 130.55
228.67
OO1
 88.43 335.50 227.53 124.49  25.58 317.13 223.53 131.33  39.86 335.82
243.90 150.81  55.80 345.29 243.62 137.22  25.73 297.43 180.28  64.92
313.81 235.15 133.82  36.23 301.40 235.78 143.93  52.55 321.05 256.11
162.37  66.36 327.16 251.08 142.70  29.42 272.80 183.28  69.37 320.24
216.13 143.71  47.30 313.28 220.84 156.60  65.24 333.50 240.75 173.58
 76.45 335.73 230.46 147.43  32.57 275.47 159.42  74.56 327.42 225.11
126.77  58.74 325.42 233.37 141.96  77.87 345.82 252.47 157.06  86.00
343.62 236.40 124.14  35.38 278.29 163.49  53.20 335.34 234.68 137.60
 43.13 337.74 246.01 154.65  63.06 357.94 263.89 167.43  67.62 350.78
241.56 127.59  10.71 281.46 168.25  59.94 316.60 244.79 148.83  55.12
322.85 231.33 139.95  48.09 315.12 247.59 149.96  48.58 302.51 218.69
